,user_id,target_item,item_name,iter,pre_rank,top_prediction_item_name,critiqued_keyphrase,keyphrase_name,post_rank0,post_rank1,post_rank2,post_rank3,post_rank4,post_rank5,post_rank6,post_rank7,post_rank8,num_existing_keyphrases,post_rank
37,303,6023,b'The Oxley',2,338,b'Gusto 101',182,chip,967,1032,1072,1135,1913,748,326,302,294,14,"[967, 1032, 1072, 1135, 1913, 748, 326, 302, 294]"
38,303,6023,b'The Oxley',3,338,b'Gusto 101',17,pub,1021,1026,1089,1244,707,733,834,363,386,14,"[1021, 1026, 1089, 1244, 707, 733, 834, 363, 386]"
39,303,6023,b'The Oxley',4,338,b'Gusto 101',71,cone,1002,887,817,338,332,329,222,270,299,14,"[1002, 887, 817, 338, 332, 329, 222, 270, 299]"
40,303,6990,b'Library Bar',0,1543,b'Gusto 101',182,chip,354,398,401,721,747,912,690,1720,1614,14,"[354, 398, 401, 721, 747, 912, 690, 1720, 1614]"
41,303,6990,b'Library Bar',1,1543,b'Gusto 101',115,lobster,1023,1003,950,908,913,692,1704,1683,1511,14,"[1023, 1003, 950, 908, 913, 692, 1704, 1683, 1511]"
42,303,6990,b'Library Bar',2,1543,b'Gusto 101',17,pub,834,847,870,935,1834,1014,2098,1745,1705,14,"[834, 847, 870, 935, 1834, 1014, 2098, 1745, 1705]"
43,303,6990,b'Library Bar',3,1543,b'Gusto 101',136,store,2591,1464,1414,1320,1241,1143,1129,2128,1692,14,"[2591, 1464, 1414, 1320, 1241, 1143, 1129, 2128, 1692]"
44,303,6990,b'Library Bar',4,1543,b'Gusto 101',78,strawberry,5169,5177,5173,5163,5185,5177,1793,1740,1603,14,"[5169, 5177, 5173, 5163, 5185, 5177, 1793, 1740, 1603]"
45,304,1483,b'Kanga Aussie Meat Pies',0,503,b'Pai Northern Thai Kitchen',19,indian,3428,4248,3429,3553,3238,494,425,471,492,3,"[3428, 4248, 3429, 3553, 3238, 494, 425, 471, 492]"
46,304,1483,b'Kanga Aussie Meat Pies',1,503,b'Pai Northern Thai Kitchen',216,baked,4212,3059,4143,4181,963,472,495,503,495,3,"[4212, 3059, 4143, 4181, 963, 472, 495, 503, 495]"
47,304,1985,b'Tinuno',0,141,b'Pai Northern Thai Kitchen',60,squid,0,1,1,1,2,4,7,42,92,8,"[0, 1, 1, 1, 2, 4, 7, 42, 92]"
48,304,1985,b'Tinuno',1,141,b'Pai Northern Thai Kitchen',66,octopus,55,33,28,26,27,35,62,102,135,8,"[55, 33, 28, 26, 27, 35, 62, 102, 135]"
49,304,1985,b'Tinuno',2,141,b'Pai Northern Thai Kitchen',27,bbq,16,17,14,20,59,49,96,98,124,8,"[16, 17, 14, 20, 59, 49, 96, 98, 124]"
50,304,1985,b'Tinuno',3,141,b'Pai Northern Thai Kitchen',19,indian,1939,1963,871,647,375,272,124,150,162,8,"[1939, 1963, 871, 647, 375, 272, 124, 150, 162]"
51,304,1985,b'Tinuno',4,141,b'Pai Northern Thai Kitchen',83,calamari,305,318,185,175,215,311,320,193,148,8,"[305, 318, 185, 175, 215, 311, 320, 193, 148]"
52,304,3158,b'Deer Garden Signatures',0,496,b'Pai Northern Thai Kitchen',123,steak,2456,6406,1347,698,665,538,475,501,484,3,"[2456, 6406, 1347, 698, 665, 538, 475, 501, 484]"
53,304,3158,b'Deer Garden Signatures',1,496,b'Pai Northern Thai Kitchen',130,bubble tea,881,479,388,331,293,263,295,484,477,3,"[881, 479, 388, 331, 293, 263, 295, 484, 477]"
54,304,4323,b'Eggette Hut',0,57,b'Pai Northern Thai Kitchen',97,toast,108,108,77,65,56,77,70,60,52,17,"[108, 108, 77, 65, 56, 77, 70, 60, 52]"
55,304,4323,b'Eggette Hut',1,57,b'Pai Northern Thai Kitchen',189,fluffy,116,127,137,164,95,65,76,87,77,17,"[116, 127, 137, 164, 95, 65, 76, 87, 77]"
56,304,4323,b'Eggette Hut',2,57,b'Pai Northern Thai Kitchen',38,chocolate,1147,1224,1307,7234,711,196,166,80,75,17,"[1147, 1224, 1307, 7234, 711, 196, 166, 80, 75]"
57,304,4323,b'Eggette Hut',3,57,b'Pai Northern Thai Kitchen',86,sesame,19,19,19,18,22,23,17,21,33,17,"[19, 19, 19, 18, 22, 23, 17, 21, 33]"
58,304,4323,b'Eggette Hut',4,57,b'Pai Northern Thai Kitchen',129,green tea,49,47,39,36,39,41,40,37,53,17,"[49, 47, 39, 36, 39, 41, 40, 37, 53]"
59,304,5081,b'Kekou Gelato',0,83,b'Pai Northern Thai Kitchen',69,cookie,4,4,3,3,6,13,19,37,45,27,"[4, 4, 3, 3, 6, 13, 19, 37, 45]"
60,304,5081,b'Kekou Gelato',1,83,b'Pai Northern Thai Kitchen',62,tapioca,124,94,105,160,347,317,166,167,102,27,"[124, 94, 105, 160, 347, 317, 166, 167, 102]"
61,304,5081,b'Kekou Gelato',2,83,b'Pai Northern Thai Kitchen',129,green tea,20,33,31,27,21,40,54,70,59,27,"[20, 33, 31, 27, 21, 40, 54, 70, 59]"
62,304,5081,b'Kekou Gelato',3,83,b'Pai Northern Thai Kitchen',86,sesame,2,2,3,4,6,9,12,51,68,27,"[2, 2, 3, 4, 6, 9, 12, 51, 68]"
63,304,5081,b'Kekou Gelato',4,83,b'Pai Northern Thai Kitchen',19,indian,7064,7068,7061,6989,1144,383,138,94,103,27,"[7064, 7068, 7061, 6989, 1144, 383, 138, 94, 103]"
64,305,39,b'Jatujak',0,78,b'Seven Lives Tacos Y Mariscos',109,tofu,1442,1498,652,697,622,676,150,130,75,30,"[1442, 1498, 652, 697, 622, 676, 150, 130, 75]"
65,305,39,b'Jatujak',1,78,b'Seven Lives Tacos Y Mariscos',104,sausage,338,185,165,323,313,253,161,121,83,30,"[338, 185, 165, 323, 313, 253, 161, 121, 83]"
66,305,39,b'Jatujak',2,78,b'Seven Lives Tacos Y Mariscos',202,steamed,2297,2539,2575,2333,838,270,126,117,94,30,"[2297, 2539, 2575, 2333, 838, 270, 126, 117, 94]"
67,305,39,b'Jatujak',3,78,b'Seven Lives Tacos Y Mariscos',155,refill,51,38,46,44,55,43,51,69,73,30,"[51, 38, 46, 44, 55, 43, 51, 69, 73]"
68,305,39,b'Jatujak',4,78,b'Seven Lives Tacos Y Mariscos',132,spring roll,57,67,41,50,36,34,40,58,64,30,"[57, 67, 41, 50, 36, 34, 40, 58, 64]"
69,305,1890,b'Craque de Creme',0,4446,b'Seven Lives Tacos Y Mariscos',47,coffee,1740,1694,1699,1630,1608,1615,1855,1883,2041,16,"[1740, 1694, 1699, 1630, 1608, 1615, 1855, 1883, 2041]"
70,305,1890,b'Craque de Creme',1,4446,b'Seven Lives Tacos Y Mariscos',126,milk,255,277,313,1743,793,1451,4485,3958,4223,16,"[255, 277, 313, 1743, 793, 1451, 4485, 3958, 4223]"
71,305,1890,b'Craque de Creme',2,4446,b'Seven Lives Tacos Y Mariscos',13,vietnamese,769,777,791,832,916,2025,4120,4455,4523,16,"[769, 777, 791, 832, 916, 2025, 4120, 4455, 4523]"
72,305,1890,b'Craque de Creme',3,4446,b'Seven Lives Tacos Y Mariscos',200,crust,1960,3962,4150,3935,1342,1449,1533,4213,4214,16,"[1960, 3962, 4150, 3935, 1342, 1449, 1533, 4213, 4214]"
73,305,1890,b'Craque de Creme',4,4446,b'Seven Lives Tacos Y Mariscos',118,waffle,270,430,269,283,312,345,678,1455,4189,16,"[270, 430, 269, 283, 312, 345, 678, 1455, 4189]"
74,305,1985,b'Tinuno',0,265,b'Seven Lives Tacos Y Mariscos',221,dietary restriction,51,37,43,40,55,100,118,244,239,23,"[51, 37, 43, 40, 55, 100, 118, 244, 239]"
75,305,1985,b'Tinuno',1,265,b'Seven Lives Tacos Y Mariscos',195,healthy,505,287,238,188,141,147,171,271,257,23,"[505, 287, 238, 188, 141, 147, 171, 271, 257]"
76,305,1985,b'Tinuno',2,265,b'Seven Lives Tacos Y Mariscos',157,greeted,3933,3813,4307,1583,796,305,345,260,247,23,"[3933, 3813, 4307, 1583, 796, 305, 345, 260, 247]"
77,305,1985,b'Tinuno',3,265,b'Seven Lives Tacos Y Mariscos',126,milk,177,191,280,486,542,412,348,326,279,23,"[177, 191, 280, 486, 542, 412, 348, 326, 279]"
78,305,1985,b'Tinuno',4,265,b'Seven Lives Tacos Y Mariscos',155,refill,10,16,18,26,34,52,76,136,250,23,"[10, 16, 18, 26, 34, 52, 76, 136, 250]"
79,305,2589,b'The Haam',0,1384,b'Seven Lives Tacos Y Mariscos',110,sashimi,1302,1279,1191,1207,1221,730,896,935,905,30,"[1302, 1279, 1191, 1207, 1221, 730, 896, 935, 905]"
80,305,2589,b'The Haam',1,1384,b'Seven Lives Tacos Y Mariscos',48,burger,1323,1317,1288,1296,637,1658,1596,1359,1387,30,"[1323, 1317, 1288, 1296, 637, 1658, 1596, 1359, 1387]"
81,305,2589,b'The Haam',2,1384,b'Seven Lives Tacos Y Mariscos',0,chinese,2789,3003,3289,2540,1325,1285,1281,768,1480,30,"[2789, 3003, 3289, 2540, 1325, 1285, 1281, 768, 1480]"
82,305,2589,b'The Haam',3,1384,b'Seven Lives Tacos Y Mariscos',108,duck,203,145,147,125,135,175,408,832,1561,30,"[203, 145, 147, 125, 135, 175, 408, 832, 1561]"
83,305,2589,b'The Haam',4,1384,b'Seven Lives Tacos Y Mariscos',204,dip,176,203,234,520,599,814,2215,1441,1401,30,"[176, 203, 234, 520, 599, 814, 2215, 1441, 1401]"
84,305,2780,b'Gong Cha Tea',0,267,b'Seven Lives Tacos Y Mariscos',130,bubble tea,1558,1511,1418,547,531,472,336,308,297,20,"[1558, 1511, 1418, 547, 531, 472, 336, 308, 297]"
85,305,2780,b'Gong Cha Tea',1,267,b'Seven Lives Tacos Y Mariscos',232,north york,2894,1304,696,542,427,358,367,344,272,20,"[2894, 1304, 696, 542, 427, 358, 367, 344, 272]"
86,305,2780,b'Gong Cha Tea',2,267,b'Seven Lives Tacos Y Mariscos',222,gong cha,0,0,0,0,0,3,7,30,166,20,"[0, 0, 0, 0, 0, 3, 7, 30, 166]"
87,305,2780,b'Gong Cha Tea',3,267,b'Seven Lives Tacos Y Mariscos',13,vietnamese,452,505,550,667,1054,637,450,286,281,20,"[452, 505, 550, 667, 1054, 637, 450, 286, 281]"
88,305,2780,b'Gong Cha Tea',4,267,b'Seven Lives Tacos Y Mariscos',129,green tea,86,88,101,199,127,183,168,156,265,20,"[86, 88, 101, 199, 127, 183, 168, 156, 265]"
89,305,3598,b'HCafe',0,347,b'Seven Lives Tacos Y Mariscos',164,quiet,323,331,315,330,173,279,352,556,347,27,"[323, 331, 315, 330, 173, 279, 352, 556, 347]"
90,305,3598,b'HCafe',1,347,b'Seven Lives Tacos Y Mariscos',68,banana,6490,6487,6488,6499,6491,1960,2039,918,475,27,"[6490, 6487, 6488, 6499, 6491, 1960, 2039, 918, 475]"
91,305,3598,b'HCafe',2,347,b'Seven Lives Tacos Y Mariscos',135,parking,31,36,47,48,48,58,96,229,320,27,"[31, 36, 47, 48, 48, 58, 96, 229, 320]"
92,305,3598,b'HCafe',3,347,b'Seven Lives Tacos Y Mariscos',43,cake,1101,743,765,409,282,290,447,421,446,27,"[1101, 743, 765, 409, 282, 290, 447, 421, 446]"
93,305,3598,b'HCafe',4,347,b'Seven Lives Tacos Y Mariscos',86,sesame,89,96,96,94,127,201,268,437,452,27,"[89, 96, 96, 94, 127, 201, 268, 437, 452]"
94,305,3850,b'Sherway Gardens',0,1732,b'Seven Lives Tacos Y Mariscos',2,thai,6038,6036,6014,5907,5971,5926,6012,2022,1850,12,"[6038, 6036, 6014, 5907, 5971, 5926, 6012, 2022, 1850]"
95,305,3850,b'Sherway Gardens',1,1732,b'Seven Lives Tacos Y Mariscos',227,public transit,102,88,100,141,163,220,500,739,1718,12,"[102, 88, 100, 141, 163, 220, 500, 739, 1718]"
96,305,3850,b'Sherway Gardens',2,1732,b'Seven Lives Tacos Y Mariscos',137,shopping,107,113,141,98,105,170,1303,1574,1715,12,"[107, 113, 141, 98, 105, 170, 1303, 1574, 1715]"
97,305,3850,b'Sherway Gardens',3,1732,b'Seven Lives Tacos Y Mariscos',68,banana,359,384,401,949,1157,5989,1802,1689,1806,12,"[359, 384, 401, 949, 1157, 5989, 1802, 1689, 1806]"
98,305,3850,b'Sherway Gardens',4,1732,b'Seven Lives Tacos Y Mariscos',93,vegan,5995,6023,6021,1996,2078,2018,6014,6005,1905,12,"[5995, 6023, 6021, 1996, 2078, 2018, 6014, 6005, 1905]"
99,305,4238,b'Isaan Der',0,7097,b'Seven Lives Tacos Y Mariscos',21,modern,421,421,444,441,511,624,812,1641,2132,18,"[421, 421, 444, 441, 511, 624, 812, 1641, 2132]"
100,305,4238,b'Isaan Der',1,7097,b'Seven Lives Tacos Y Mariscos',126,milk,6117,6128,6136,7265,7263,7126,7123,7135,7100,18,"[6117, 6128, 6136, 7265, 7263, 7126, 7123, 7135, 7100]"
101,305,4238,b'Isaan Der',2,7097,b'Seven Lives Tacos Y Mariscos',109,tofu,6130,6143,1623,1538,1391,1609,1866,1994,2090,18,"[6130, 6143, 1623, 1538, 1391, 1609, 1866, 1994, 2090]"
102,305,4238,b'Isaan Der',3,7097,b'Seven Lives Tacos Y Mariscos',0,chinese,1579,1649,1598,1474,1551,1763,1871,1972,7099,18,"[1579, 1649, 1598, 1474, 1551, 1763, 1871, 1972, 7099]"
103,305,4238,b'Isaan Der',4,7097,b'Seven Lives Tacos Y Mariscos',135,parking,6984,6961,5299,5533,7182,7170,7184,7118,7115,18,"[6984, 6961, 5299, 5533, 7182, 7170, 7184, 7118, 7115]"
104,305,4299,b'Meli Baklava & Chocolate',0,1897,b'Seven Lives Tacos Y Mariscos',38,chocolate,7224,7110,7103,7222,7228,7119,7197,1933,1955,2,"[7224, 7110, 7103, 7222, 7228, 7119, 7197, 1933, 1955]"
105,305,4772,b'Sansotei Ramen',0,370,b'Seven Lives Tacos Y Mariscos',13,vietnamese,7327,7328,7328,1612,1538,1449,1592,1600,374,17,"[7327, 7328, 7328, 1612, 1538, 1449, 1592, 1600, 374]"
106,305,4772,b'Sansotei Ramen',1,370,b'Seven Lives Tacos Y Mariscos',135,parking,549,708,702,657,654,643,313,317,324,17,"[549, 708, 702, 657, 654, 643, 313, 317, 324]"
107,305,4772,b'Sansotei Ramen',2,370,b'Seven Lives Tacos Y Mariscos',39,ramen,103,107,102,71,86,111,102,203,219,17,"[103, 107, 102, 71, 86, 111, 102, 203, 219]"
108,305,4772,b'Sansotei Ramen',3,370,b'Seven Lives Tacos Y Mariscos',193,mayo,305,316,348,385,954,619,321,330,343,17,"[305, 316, 348, 385, 954, 619, 321, 330, 343]"
109,305,4772,b'Sansotei Ramen',4,370,b'Seven Lives Tacos Y Mariscos',54,noodle,129,130,141,133,160,136,188,348,355,17,"[129, 130, 141, 133, 160, 136, 188, 348, 355]"
110,305,5364,b'The Cheesecake Factory',0,119,b'Seven Lives Tacos Y Mariscos',83,calamari,181,278,289,214,142,75,133,132,137,47,"[181, 278, 289, 214, 142, 75, 133, 132, 137]"
111,305,5364,b'The Cheesecake Factory',1,119,b'Seven Lives Tacos Y Mariscos',118,waffle,17,22,24,20,24,39,39,61,81,47,"[17, 22, 24, 20, 24, 39, 39, 61, 81]"
112,305,5364,b'The Cheesecake Factory',2,119,b'Seven Lives Tacos Y Mariscos',40,pizza,17,22,19,30,48,137,132,151,168,47,"[17, 22, 19, 30, 48, 137, 132, 151, 168]"
113,305,5364,b'The Cheesecake Factory',3,119,b'Seven Lives Tacos Y Mariscos',47,coffee,1710,1773,944,669,512,372,220,183,149,47,"[1710, 1773, 944, 669, 512, 372, 220, 183, 149]"
114,305,5364,b'The Cheesecake Factory',4,119,b'Seven Lives Tacos Y Mariscos',132,spring roll,19,27,34,31,39,69,102,98,100,47,"[19, 27, 34, 31, 39, 69, 102, 98, 100]"
115,306,647,b'Miss Things',0,406,b'Seven Lives Tacos Y Mariscos',68,banana,166,149,144,173,154,113,159,379,395,26,"[166, 149, 144, 173, 154, 113, 159, 379, 395]"
116,306,647,b'Miss Things',1,406,b'Seven Lives Tacos Y Mariscos',24,birthday,441,439,482,196,208,257,366,361,399,26,"[441, 439, 482, 196, 208, 257, 366, 361, 399]"
117,306,647,b'Miss Things',2,406,b'Seven Lives Tacos Y Mariscos',54,noodle,2764,3987,2776,2826,2880,507,380,374,391,26,"[2764, 3987, 2776, 2826, 2880, 507, 380, 374, 391]"
118,306,647,b'Miss Things',3,406,b'Seven Lives Tacos Y Mariscos',194,gravy,285,287,289,347,355,375,841,850,432,26,"[285, 287, 289, 347, 355, 375, 841, 850, 432]"
119,306,647,b'Miss Things',4,406,b'Seven Lives Tacos Y Mariscos',84,kimchi,581,1304,1327,1375,863,754,716,357,392,26,"[581, 1304, 1327, 1375, 863, 754, 716, 357, 392]"
120,306,1340,b'Kensington Market',0,282,b'Seven Lives Tacos Y Mariscos',106,matcha,1024,1095,1079,725,1232,1087,1084,324,292,34,"[1024, 1095, 1079, 725, 1232, 1087, 1084, 324, 292]"
121,306,1340,b'Kensington Market',1,282,b'Seven Lives Tacos Y Mariscos',22,french,98,97,101,98,78,91,106,169,129,34,"[98, 97, 101, 98, 78, 91, 106, 169, 129]"
122,306,1340,b'Kensington Market',2,282,b'Seven Lives Tacos Y Mariscos',18,bakery,9,9,14,31,45,58,88,152,159,34,"[9, 9, 14, 31, 45, 58, 88, 152, 159]"
123,306,1340,b'Kensington Market',3,282,b'Seven Lives Tacos Y Mariscos',17,pub,58,58,80,109,97,114,213,127,209,34,"[58, 58, 80, 109, 97, 114, 213, 127, 209]"
124,306,1340,b'Kensington Market',4,282,b'Seven Lives Tacos Y Mariscos',125,pasta,375,750,738,280,290,331,522,294,281,34,"[375, 750, 738, 280, 290, 331, 522, 294, 281]"
125,306,1488,b'Lavelle',0,4140,b'Seven Lives Tacos Y Mariscos',68,banana,1706,1673,1626,1766,1908,1950,2006,4111,4126,20,"[1706, 1673, 1626, 1766, 1908, 1950, 2006, 4111, 4126]"
126,306,1488,b'Lavelle',1,4140,b'Seven Lives Tacos Y Mariscos',166,spacious,1585,1439,1263,1147,1113,1114,1222,1394,1652,20,"[1585, 1439, 1263, 1147, 1113, 1114, 1222, 1394, 1652]"
127,306,1488,b'Lavelle',2,4140,b'Seven Lives Tacos Y Mariscos',116,wine,332,349,404,717,440,1202,1270,1339,1433,20,"[332, 349, 404, 717, 440, 1202, 1270, 1339, 1433]"
128,306,1488,b'Lavelle',3,4140,b'Seven Lives Tacos Y Mariscos',21,modern,4159,3175,4220,4187,4221,4202,4158,4138,4142,20,"[4159, 3175, 4220, 4187, 4221, 4202, 4158, 4138, 4142]"
129,306,1488,b'Lavelle',4,4140,b'Seven Lives Tacos Y Mariscos',110,sashimi,3397,3564,3230,4095,4128,4127,3923,3661,4155,20,"[3397, 3564, 3230, 4095, 4128, 4127, 3923, 3661, 4155]"
130,306,1562,b'Bar Buca',0,135,b'Seven Lives Tacos Y Mariscos',216,baked,3655,1053,807,389,362,225,181,187,136,34,"[3655, 1053, 807, 389, 362, 225, 181, 187, 136]"
131,306,1562,b'Bar Buca',1,135,b'Seven Lives Tacos Y Mariscos',113,bacon,372,318,114,107,81,68,82,76,77,34,"[372, 318, 114, 107, 81, 68, 82, 76, 77]"
132,306,1562,b'Bar Buca',2,135,b'Seven Lives Tacos Y Mariscos',126,milk,161,171,133,36,26,45,53,90,78,34,"[161, 171, 133, 36, 26, 45, 53, 90, 78]"
133,306,1562,b'Bar Buca',3,135,b'Seven Lives Tacos Y Mariscos',11,italian,302,261,235,242,101,96,127,60,65,34,"[302, 261, 235, 242, 101, 96, 127, 60, 65]"
134,306,1562,b'Bar Buca',4,135,b'Seven Lives Tacos Y Mariscos',100,oyster,61,63,65,74,87,45,80,92,135,34,"[61, 63, 65, 74, 87, 45, 80, 92, 135]"
135,306,2039,b'Beaumont Kitchen',0,940,b'Seven Lives Tacos Y Mariscos',204,dip,673,672,678,365,362,436,915,944,930,15,"[673, 672, 678, 365, 362, 436, 915, 944, 930]"
136,306,2039,b'Beaumont Kitchen',1,940,b'Seven Lives Tacos Y Mariscos',135,parking,1437,1391,1038,513,399,375,451,480,507,15,"[1437, 1391, 1038, 513, 399, 375, 451, 480, 507]"
137,306,2039,b'Beaumont Kitchen',2,940,b'Seven Lives Tacos Y Mariscos',40,pizza,1345,1227,1210,1215,1266,533,1055,923,927,15,"[1345, 1227, 1210, 1215, 1266, 533, 1055, 923, 927]"
138,306,2039,b'Beaumont Kitchen',3,940,b'Seven Lives Tacos Y Mariscos',210,roasted,3943,3906,1331,1138,538,491,508,525,947,15,"[3943, 3906, 1331, 1138, 538, 491, 508, 525, 947]"
