critiqued_keyphrase,item_id,item_name,item_rank,item_score,iteration,num_existing_keyphrases,result,target_rank,user_id,critiqued_keyphrase_name,lambda
98,2053.0,b'La Cubana',513,0.424036069384278,12.0,20.0,,20.0,0.0,belly,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
117,2053.0,b'La Cubana',408,0.5289709680282757,13.0,20.0,,20.0,0.0,rib,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
122,2053.0,b'La Cubana',316,0.6479934782226132,14.0,20.0,,20.0,0.0,bean,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
131,2053.0,b'La Cubana',98,1.2045045011445557,15.0,20.0,,20.0,0.0,pork belly,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
153,2053.0,b'La Cubana',26,2.4030689027647147,16.0,20.0,,20.0,0.0,friendly,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
180,2053.0,b'La Cubana',103,1.3698458400465154,17.0,20.0,,20.0,0.0,yummy,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
181,2053.0,b'La Cubana',103,1.3698458400465154,18.0,20.0,,20.0,0.0,music,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
188,2053.0,b'La Cubana',103,1.3698458400465154,19.0,20.0,,20.0,0.0,flavorful,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
211,2053.0,b'La Cubana',185,0.9720074199770267,20.0,20.0,fail,20.0,0.0,seasoned,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",,,0.0,20.0,,20.0,0.0,seasoned,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]"
56,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",252,0.2615309543262782,1.0,20.0,,20.0,0.0,chicken,[1.0]
4,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",39,0.866563551859764,2.0,20.0,,20.0,0.0,fry,"[1.0, 1.0]"
25,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",287,1.4796700161775873,3.0,20.0,,20.0,0.0,vegetarian,"[1.0, 1.0, 1.0]"
33,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",207,1.724104329994443,4.0,20.0,,20.0,0.0,curry,"[1.0, 1.0, 1.0, 1.0]"
35,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",392,1.2423234526178706,5.0,20.0,,20.0,0.0,crispy,"[1.0, 1.0, 1.0, 1.0, 1.0]"
37,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",379,1.261780050854206,6.0,20.0,,20.0,0.0,bread,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
41,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",609,0.9772471075252115,7.0,20.0,,20.0,0.0,beer,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
55,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",783,0.8225692867502802,8.0,20.0,,20.0,0.0,meat,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
76,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",783,0.8225692867502802,9.0,20.0,,20.0,0.0,lettuce,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
77,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",938,0.7367906013825541,10.0,20.0,,20.0,0.0,pop,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
104,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",530,1.1204675015328691,11.0,20.0,,20.0,0.0,sausage,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
111,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",253,1.7621438431504182,12.0,20.0,,20.0,0.0,lamb,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
114,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",226,1.8834560471647268,13.0,20.0,,20.0,0.0,tomato,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
141,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",226,1.8834560471647268,14.0,20.0,,20.0,0.0,washroom,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
147,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",200,2.123988247801019,15.0,20.0,,20.0,0.0,market,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
148,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",143,2.513607841959935,16.0,20.0,,20.0,0.0,mall,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
149,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",130,2.765735297576696,17.0,20.0,,20.0,0.0,quick,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
176,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",120,2.8720114720469763,18.0,20.0,,20.0,0.0,tax,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
201,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",109,3.1139192771110498,19.0,20.0,,20.0,0.0,stick,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
206,2286.0,"b""Otto's Berlin D\xc3\xb6ner""",156,2.569530836638744,20.0,20.0,fail,20.0,0.0,salt,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
,3184.0,b'Yummy Yummy Dumplings',,,0.0,20.0,,20.0,0.0,salt,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
121,3184.0,b'Yummy Yummy Dumplings',45,2.332159780406677,1.0,20.0,,20.0,0.0,dumpling,[1.0]
0,3184.0,b'Yummy Yummy Dumplings',53,2.352334260699517,2.0,20.0,,20.0,0.0,chinese,"[1.0, 1.0]"
5,3184.0,b'Yummy Yummy Dumplings',64,2.29325110533613,3.0,20.0,,20.0,0.0,fried,"[1.0, 1.0, 1.0]"
9,3184.0,b'Yummy Yummy Dumplings',68,2.299350772842318,4.0,20.0,,20.0,0.0,soup,"[1.0, 1.0, 1.0, 1.0]"
23,3184.0,b'Yummy Yummy Dumplings',69,2.397194919776173,5.0,20.0,,20.0,0.0,asian,"[1.0, 1.0, 1.0, 1.0, 1.0]"
36,3184.0,b'Yummy Yummy Dumplings',68,2.3266880158924015,6.0,20.0,,20.0,0.0,shrimp,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
43,3184.0,b'Yummy Yummy Dumplings',60,2.3967868321809256,7.0,20.0,,20.0,0.0,cake,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
51,3184.0,b'Yummy Yummy Dumplings',66,2.3492415988199173,8.0,20.0,,20.0,0.0,pork,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
52,3184.0,b'Yummy Yummy Dumplings',66,2.4184135656130734,9.0,20.0,,20.0,0.0,beef,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
53,3184.0,b'Yummy Yummy Dumplings',65,2.820467587332212,10.0,20.0,,20.0,0.0,tea,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
54,3184.0,b'Yummy Yummy Dumplings',73,2.7652215960457056,11.0,20.0,,20.0,0.0,noodle,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
91,3184.0,b'Yummy Yummy Dumplings',72,2.755518692932058,12.0,20.0,,20.0,0.0,wrap,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
107,3184.0,b'Yummy Yummy Dumplings',78,2.6098987172693127,13.0,20.0,,20.0,0.0,pancake,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
119,3184.0,b'Yummy Yummy Dumplings',84,2.6347378989202808,14.0,20.0,,20.0,0.0,bun,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
153,3184.0,b'Yummy Yummy Dumplings',98,2.56308681104679,15.0,20.0,,20.0,0.0,friendly,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
180,3184.0,b'Yummy Yummy Dumplings',107,2.449869954556715,16.0,20.0,,20.0,0.0,yummy,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
191,3184.0,b'Yummy Yummy Dumplings',107,2.449869954556715,17.0,20.0,,20.0,0.0,frozen,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
202,3184.0,b'Yummy Yummy Dumplings',144,1.9659255459272447,18.0,20.0,,20.0,0.0,steamed,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
207,3184.0,b'Yummy Yummy Dumplings',144,1.9659255459272447,19.0,20.0,,20.0,0.0,stuffed,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
217,3184.0,b'Yummy Yummy Dumplings',126,2.0950869760464164,20.0,20.0,fail,20.0,0.0,juicy,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
,4066.0,b'Lao Thai Restaurant',,,0.0,20.0,,20.0,0.0,juicy,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0]"
2,4066.0,b'Lao Thai Restaurant',3107,0.0078724488682883,1.0,20.0,,20.0,0.0,thai,[1.0]
7,4066.0,b'Lao Thai Restaurant',3312,0.002019404255660502,2.0,20.0,,20.0,0.0,dinner,"[1.0, 1.0]"
8,4066.0,b'Lao Thai Restaurant',3087,0.016476159574308313,3.0,20.0,,20.0,0.0,lunch,"[1.0, 1.0, 1.0]"
15,4066.0,b'Lao Thai Restaurant',3087,0.016476159574308313,4.0,20.0,,20.0,0.0,takeout,"[1.0, 1.0, 1.0, 0.0]"
16,4066.0,b'Lao Thai Restaurant',2995,0.020669503450429033,5.0,20.0,,20.0,0.0,casual,"[1.0, 1.0, 1.0, 0.0, 1.0]"
23,4066.0,b'Lao Thai Restaurant',1760,0.12431615365037843,6.0,20.0,,20.0,0.0,asian,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
36,4066.0,b'Lao Thai Restaurant',1844,0.11034037688190573,7.0,20.0,,20.0,0.0,shrimp,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
54,4066.0,b'Lao Thai Restaurant',1492,0.15269022908206953,8.0,20.0,,20.0,0.0,noodle,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0]"
56,4066.0,b'Lao Thai Restaurant',1601,0.15358137889641668,9.0,20.0,,20.0,0.0,chicken,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
100,4066.0,b'Lao Thai Restaurant',1601,0.15358137889641668,10.0,20.0,,20.0,0.0,oyster,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
151,4066.0,b'Lao Thai Restaurant',1558,0.16390737148357276,11.0,20.0,,20.0,0.0,busy,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
153,4066.0,b'Lao Thai Restaurant',1657,0.1885053976846255,12.0,20.0,,20.0,0.0,friendly,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
162,4066.0,b'Lao Thai Restaurant',1657,0.1885053976846255,13.0,20.0,,20.0,0.0,immediately,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0]"
168,4066.0,b'Lao Thai Restaurant',1610,0.20797968518822388,14.0,20.0,,20.0,0.0,fair,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0]"
184,4066.0,b'Lao Thai Restaurant',1434,0.23691437835467488,15.0,20.0,,20.0,0.0,reasonable,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0]"
187,4066.0,b'Lao Thai Restaurant',1384,0.25450121410958493,16.0,20.0,,20.0,0.0,spicy,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
196,4066.0,b'Lao Thai Restaurant',1384,0.25450121410958493,17.0,20.0,,20.0,0.0,rare,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
201,4066.0,b'Lao Thai Restaurant',1471,0.2440775927683041,18.0,20.0,,20.0,0.0,stick,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
204,4066.0,b'Lao Thai Restaurant',1471,0.2440775927683041,19.0,20.0,,20.0,0.0,dip,"[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
