,user_id,target_item,item_name,pre_rank,top_prediction_item_name,critiqued_keyphrase,keyphrase_name,post_rank,num_existing_keyphrases
62,154,5396,b'Step Up Massage & Rehab - Adelaide',4931,b'Ming Cuisine',191,frozen,4888,14
63,154,5396,b'Step Up Massage & Rehab - Adelaide',4931,b'Ming Cuisine',65,espresso,572,14
64,154,5396,b'Step Up Massage & Rehab - Adelaide',4931,b'Ming Cuisine',40,pizza,324,14
65,154,6488,b'WAXON Waxbar',1569,b'Ming Cuisine',129,green tea,5670,15
66,154,6488,b'WAXON Waxbar',1569,b'Ming Cuisine',111,lamb,5680,15
67,154,6488,b'WAXON Waxbar',1569,b'Ming Cuisine',78,strawberry,5688,15
68,154,6488,b'WAXON Waxbar',1569,b'Ming Cuisine',31,brunch,1034,15
69,154,6488,b'WAXON Waxbar',1569,b'Ming Cuisine',209,smoked,1368,15
70,154,6644,b'Tin Tin Congee Chinese Restaurant',478,b'Ming Cuisine',40,pizza,386,42
71,154,6644,b'Tin Tin Congee Chinese Restaurant',478,b'Ming Cuisine',108,duck,239,42
72,154,6644,b'Tin Tin Congee Chinese Restaurant',478,b'Ming Cuisine',110,sashimi,773,42
73,154,6644,b'Tin Tin Congee Chinese Restaurant',478,b'Ming Cuisine',97,toast,5862,42
74,154,6644,b'Tin Tin Congee Chinese Restaurant',478,b'Ming Cuisine',209,smoked,244,42
75,154,6763,"b""But 'N' Ben Scottish Bakery""",2017,b'Ming Cuisine',14,buffet,980,7
76,154,6763,"b""But 'N' Ben Scottish Bakery""",2017,b'Ming Cuisine',137,shopping,2237,7
77,154,6763,"b""But 'N' Ben Scottish Bakery""",2017,b'Ming Cuisine',83,calamari,5866,7
78,154,6763,"b""But 'N' Ben Scottish Bakery""",2017,b'Ming Cuisine',60,squid,753,7
79,154,6763,"b""But 'N' Ben Scottish Bakery""",2017,b'Ming Cuisine',145,markham,1591,7
