,user_id,target_item,item_name,iter,pre_rank,top_prediction_item_name,critiqued_keyphrase,keyphrase_name,post_rank0,post_rank1,post_rank2,post_rank3,post_rank4,post_rank5,post_rank6,post_rank7,post_rank8,post_rank9,post_rank10,num_existing_keyphrases,post_rank
22,303,3368,b'Bonjour Brioche',2,152,b'Gusto 101',22,french,19,14,16,20,20,22,32,29,74,55,67,16,"[19, 14, 16, 20, 20, 22, 32, 29, 74, 55, 67]"
23,303,3368,b'Bonjour Brioche',3,152,b'Gusto 101',67,croissant,4,4,4,4,3,5,6,7,8,10,21,16,"[4, 4, 4, 4, 3, 5, 6, 7, 8, 10, 21]"
24,303,3368,b'Bonjour Brioche',4,152,b'Gusto 101',189,fluffy,41,44,80,126,139,157,130,149,73,66,83,16,"[41, 44, 80, 126, 139, 157, 130, 149, 73, 66, 83]"
25,303,4432,b'Thor Espresso Bar',0,1404,b'Gusto 101',29,breakfast,6069,6070,401,381,354,228,200,163,179,188,318,8,"[6069, 6070, 401, 381, 354, 228, 200, 163, 179, 188, 318]"
26,303,4432,b'Thor Espresso Bar',1,1404,b'Gusto 101',220,lactose intolerant,49,50,51,40,8,7,8,10,20,33,34,8,"[49, 50, 51, 40, 8, 7, 8, 10, 20, 33, 34]"
27,303,4432,b'Thor Espresso Bar',2,1404,b'Gusto 101',71,cone,30,32,34,32,16,18,15,23,39,99,152,8,"[30, 32, 34, 32, 16, 18, 15, 23, 39, 99, 152]"
28,303,4432,b'Thor Espresso Bar',3,1404,b'Gusto 101',126,milk,280,284,468,523,289,338,243,247,311,447,531,8,"[280, 284, 468, 523, 289, 338, 243, 247, 311, 447, 531]"
29,303,4432,b'Thor Espresso Bar',4,1404,b'Gusto 101',18,bakery,6073,6062,6074,6077,303,295,207,181,174,148,165,8,"[6073, 6062, 6074, 6077, 303, 295, 207, 181, 174, 148, 165]"
30,303,5659,"b""Mildred's Temple Kitchen""",0,37,b'Gusto 101',137,shopping,113,80,76,56,46,44,42,34,22,18,10,33,"[113, 80, 76, 56, 46, 44, 42, 34, 22, 18, 10]"
31,303,5659,"b""Mildred's Temple Kitchen""",1,37,b'Gusto 101',96,poutine,29,26,22,16,12,10,13,17,13,12,12,33,"[29, 26, 22, 16, 12, 10, 13, 17, 13, 12, 12]"
32,303,5659,"b""Mildred's Temple Kitchen""",2,37,b'Gusto 101',161,cheaper,23,30,29,19,16,12,10,8,19,16,24,33,"[23, 30, 29, 19, 16, 12, 10, 8, 19, 16, 24]"
33,303,5659,"b""Mildred's Temple Kitchen""",3,37,b'Gusto 101',12,mexican,5,6,4,4,4,6,7,9,12,13,8,33,"[5, 6, 4, 4, 4, 6, 7, 9, 12, 13, 8]"
34,303,5659,"b""Mildred's Temple Kitchen""",4,37,b'Gusto 101',23,asian,76,86,86,73,57,25,28,20,18,22,27,33,"[76, 86, 86, 73, 57, 25, 28, 20, 18, 22, 27]"
35,303,6023,b'The Oxley',0,338,b'Gusto 101',85,patty,123,119,106,115,111,103,44,41,45,51,56,14,"[123, 119, 106, 115, 111, 103, 44, 41, 45, 51, 56]"
36,303,6023,b'The Oxley',1,338,b'Gusto 101',19,indian,4548,4550,4548,4550,4545,209,97,71,40,34,35,14,"[4548, 4550, 4548, 4550, 4545, 209, 97, 71, 40, 34, 35]"
37,303,6023,b'The Oxley',2,338,b'Gusto 101',29,breakfast,4006,4004,4000,4004,376,174,147,118,87,95,103,14,"[4006, 4004, 4000, 4004, 376, 174, 147, 118, 87, 95, 103]"
38,303,6023,b'The Oxley',3,338,b'Gusto 101',203,greasy,4048,4010,496,445,431,411,146,145,163,167,171,14,"[4048, 4010, 496, 445, 431, 411, 146, 145, 163, 167, 171]"
39,303,6023,b'The Oxley',4,338,b'Gusto 101',71,cone,150,141,134,133,88,84,82,53,57,59,63,14,"[150, 141, 134, 133, 88, 84, 82, 53, 57, 59, 63]"
40,303,6990,b'Library Bar',0,1543,b'Gusto 101',136,store,1176,1182,741,735,699,678,641,682,1050,854,780,14,"[1176, 1182, 741, 735, 699, 678, 641, 682, 1050, 854, 780]"
41,303,6990,b'Library Bar',1,1543,b'Gusto 101',186,traditional,4963,4963,4964,4965,4961,675,613,608,583,581,599,14,"[4963, 4963, 4964, 4965, 4961, 675, 613, 608, 583, 581, 599]"
42,303,6990,b'Library Bar',2,1543,b'Gusto 101',189,fluffy,387,378,371,340,334,314,325,328,334,340,360,14,"[387, 378, 371, 340, 334, 314, 325, 328, 334, 340, 360]"
43,303,6990,b'Library Bar',3,1543,b'Gusto 101',115,lobster,265,255,253,239,235,229,192,310,293,275,277,14,"[265, 255, 253, 239, 235, 229, 192, 310, 293, 275, 277]"
44,303,6990,b'Library Bar',4,1543,b'Gusto 101',78,strawberry,4886,4886,4888,4889,4885,4882,4880,358,339,313,313,14,"[4886, 4886, 4888, 4889, 4885, 4882, 4880, 358, 339, 313, 313]"
45,304,1483,b'Kanga Aussie Meat Pies',0,503,b'Pai Northern Thai Kitchen',191,frozen,380,385,380,196,201,214,158,153,151,161,169,3,"[380, 385, 380, 196, 201, 214, 158, 153, 151, 161, 169]"
46,304,1483,b'Kanga Aussie Meat Pies',1,503,b'Pai Northern Thai Kitchen',216,baked,3107,3106,3117,3145,3144,336,175,179,182,179,185,3,"[3107, 3106, 3117, 3145, 3144, 336, 175, 179, 182, 179, 185]"
47,304,1985,b'Tinuno',0,141,b'Pai Northern Thai Kitchen',27,bbq,13,10,11,10,13,33,28,45,47,57,61,8,"[13, 10, 11, 10, 13, 33, 28, 45, 47, 57, 61]"
48,304,1985,b'Tinuno',1,141,b'Pai Northern Thai Kitchen',66,octopus,41,26,18,14,13,12,18,27,37,46,48,8,"[41, 26, 18, 14, 13, 12, 18, 27, 37, 46, 48]"
49,304,1985,b'Tinuno',2,141,b'Pai Northern Thai Kitchen',83,calamari,99,101,111,73,61,64,76,71,42,33,32,8,"[99, 101, 111, 73, 61, 64, 76, 71, 42, 33, 32]"
50,304,1985,b'Tinuno',3,141,b'Pai Northern Thai Kitchen',31,brunch,131,128,103,133,64,34,27,35,41,35,35,8,"[131, 128, 103, 133, 64, 34, 27, 35, 41, 35, 35]"
51,304,1985,b'Tinuno',4,141,b'Pai Northern Thai Kitchen',60,squid,0,0,0,0,0,1,3,3,18,43,64,8,"[0, 0, 0, 0, 0, 1, 3, 3, 18, 43, 64]"
52,304,3158,b'Deer Garden Signatures',0,496,b'Pai Northern Thai Kitchen',130,bubble tea,141,147,103,94,79,66,52,62,86,81,86,3,"[141, 147, 103, 94, 79, 66, 52, 62, 86, 81, 86]"
53,304,3158,b'Deer Garden Signatures',1,496,b'Pai Northern Thai Kitchen',62,tapioca,1752,1752,1751,1750,124,101,84,73,62,57,54,3,"[1752, 1752, 1751, 1750, 124, 101, 84, 73, 62, 57, 54]"
54,304,4323,b'Eggette Hut',0,57,b'Pai Northern Thai Kitchen',189,fluffy,59,59,70,70,77,46,28,31,38,34,28,17,"[59, 59, 70, 70, 77, 46, 28, 31, 38, 34, 28]"
55,304,4323,b'Eggette Hut',1,57,b'Pai Northern Thai Kitchen',130,bubble tea,5644,5675,5643,5642,160,95,53,26,24,21,11,17,"[5644, 5675, 5643, 5642, 160, 95, 53, 26, 24, 21, 11]"
56,304,4323,b'Eggette Hut',2,57,b'Pai Northern Thai Kitchen',158,bright,651,652,250,229,122,88,44,41,27,29,39,17,"[651, 652, 250, 229, 122, 88, 44, 41, 27, 29, 39]"
57,304,4323,b'Eggette Hut',3,57,b'Pai Northern Thai Kitchen',145,markham,35,28,26,22,24,18,18,18,14,32,37,17,"[35, 28, 26, 22, 24, 18, 18, 18, 14, 32, 37]"
58,304,4323,b'Eggette Hut',4,57,b'Pai Northern Thai Kitchen',97,toast,64,64,63,46,35,27,37,32,25,22,25,17,"[64, 64, 63, 46, 35, 27, 37, 32, 25, 22, 25]"
59,304,5081,b'Kekou Gelato',0,83,b'Pai Northern Thai Kitchen',118,waffle,24,25,25,13,14,21,18,16,15,17,16,27,"[24, 25, 25, 13, 14, 21, 18, 16, 15, 17, 16]"
60,304,5081,b'Kekou Gelato',1,83,b'Pai Northern Thai Kitchen',121,dumpling,10,11,14,11,10,8,14,38,26,26,27,27,"[10, 11, 14, 11, 10, 8, 14, 38, 26, 26, 27]"
61,304,5081,b'Kekou Gelato',2,83,b'Pai Northern Thai Kitchen',42,sandwich,514,527,535,545,171,133,51,29,30,23,24,27,"[514, 527, 535, 545, 171, 133, 51, 29, 30, 23, 24]"
62,304,5081,b'Kekou Gelato',3,83,b'Pai Northern Thai Kitchen',96,poutine,6694,6695,6692,6692,7001,188,90,37,14,11,4,27,"[6694, 6695, 6692, 6692, 7001, 188, 90, 37, 14, 11, 4]"
63,304,5081,b'Kekou Gelato',4,83,b'Pai Northern Thai Kitchen',130,bubble tea,0,0,0,0,0,0,3,4,8,17,20,27,"[0, 0, 0, 0, 0, 0, 3, 4, 8, 17, 20]"
64,305,39,b'Jatujak',0,78,b'Seven Lives Tacos Y Mariscos',104,sausage,139,140,79,68,135,119,103,57,44,29,23,30,"[139, 140, 79, 68, 135, 119, 103, 57, 44, 29, 23]"
65,305,39,b'Jatujak',1,78,b'Seven Lives Tacos Y Mariscos',109,tofu,338,347,364,219,229,206,228,62,53,29,31,30,"[338, 347, 364, 219, 229, 206, 228, 62, 53, 29, 31]"
66,305,39,b'Jatujak',2,78,b'Seven Lives Tacos Y Mariscos',155,refill,39,36,26,30,27,34,24,25,34,37,39,30,"[39, 36, 26, 30, 27, 34, 24, 25, 34, 37, 39]"
67,305,39,b'Jatujak',3,78,b'Seven Lives Tacos Y Mariscos',2,thai,203,2537,183,97,89,46,41,24,28,23,24,30,"[203, 2537, 183, 97, 89, 46, 41, 24, 28, 23, 24]"
68,305,39,b'Jatujak',4,78,b'Seven Lives Tacos Y Mariscos',232,north york,102,103,97,100,101,53,45,48,23,15,14,30,"[102, 103, 97, 100, 101, 53, 45, 48, 23, 15, 14]"
69,305,1890,b'Craque de Creme',0,4446,b'Seven Lives Tacos Y Mariscos',200,crust,464,467,3278,3279,3277,381,391,405,3283,3282,3282,16,"[464, 467, 3278, 3279, 3277, 381, 391, 405, 3283, 3282, 3282]"
70,305,1890,b'Craque de Creme',1,4446,b'Seven Lives Tacos Y Mariscos',126,milk,153,168,182,202,717,431,676,3390,3367,3343,3367,16,"[153, 168, 182, 202, 717, 431, 676, 3390, 3367, 3343, 3367]"
71,305,1890,b'Craque de Creme',2,4446,b'Seven Lives Tacos Y Mariscos',210,roasted,3305,3308,3309,409,406,414,271,298,472,3326,3325,16,"[3305, 3308, 3309, 409, 406, 414, 271, 298, 472, 3326, 3325]"
72,305,1890,b'Craque de Creme',3,4446,b'Seven Lives Tacos Y Mariscos',157,greeted,212,381,397,423,481,543,3315,3322,3329,3328,3327,16,"[212, 381, 397, 423, 481, 543, 3315, 3322, 3329, 3328, 3327]"
73,305,1890,b'Craque de Creme',4,4446,b'Seven Lives Tacos Y Mariscos',190,smooth,543,607,670,697,3295,3306,651,648,663,3303,3305,16,"[543, 607, 670, 697, 3295, 3306, 651, 648, 663, 3303, 3305]"
74,305,1985,b'Tinuno',0,265,b'Seven Lives Tacos Y Mariscos',74,skewer,1,1,1,3,3,6,11,10,25,41,43,23,"[1, 1, 1, 3, 3, 6, 11, 10, 25, 41, 43]"
75,305,1985,b'Tinuno',1,265,b'Seven Lives Tacos Y Mariscos',68,banana,28,19,28,44,22,30,23,60,56,62,71,23,"[28, 19, 28, 44, 22, 30, 23, 60, 56, 62, 71]"
76,305,1985,b'Tinuno',2,265,b'Seven Lives Tacos Y Mariscos',195,healthy,353,209,142,124,101,77,74,88,112,109,113,23,"[353, 209, 142, 124, 101, 77, 74, 88, 112, 109, 113]"
77,305,1985,b'Tinuno',3,265,b'Seven Lives Tacos Y Mariscos',0,chinese,725,707,713,705,479,446,295,188,173,124,141,23,"[725, 707, 713, 705, 479, 446, 295, 188, 173, 124, 141]"
78,305,1985,b'Tinuno',4,265,b'Seven Lives Tacos Y Mariscos',94,coconut,10,11,12,34,48,59,51,49,74,102,100,23,"[10, 11, 12, 34, 48, 59, 51, 49, 74, 102, 100]"
79,305,2589,b'The Haam',0,1384,b'Seven Lives Tacos Y Mariscos',108,duck,85,90,71,70,63,65,80,136,195,264,246,30,"[85, 90, 71, 70, 63, 65, 80, 136, 195, 264, 246]"
80,305,2589,b'The Haam',1,1384,b'Seven Lives Tacos Y Mariscos',44,sushi,276,177,146,155,161,158,137,135,135,140,218,30,"[276, 177, 146, 155, 161, 158, 137, 135, 135, 140, 218]"
81,305,2589,b'The Haam',2,1384,b'Seven Lives Tacos Y Mariscos',231,grand opening,56,61,77,84,66,61,58,68,66,120,119,30,"[56, 61, 77, 84, 66, 61, 58, 68, 66, 120, 119]"
82,305,2589,b'The Haam',3,1384,b'Seven Lives Tacos Y Mariscos',33,curry,755,1276,543,1782,642,321,320,276,196,328,330,30,"[755, 1276, 543, 1782, 642, 321, 320, 276, 196, 328, 330]"
83,305,2589,b'The Haam',4,1384,b'Seven Lives Tacos Y Mariscos',40,pizza,504,506,647,345,220,201,290,280,308,277,270,30,"[504, 506, 647, 345, 220, 201, 290, 280, 308, 277, 270]"
84,305,2780,b'Gong Cha Tea',0,267,b'Seven Lives Tacos Y Mariscos',128,milk tea,11,10,11,11,7,7,11,23,33,45,45,20,"[11, 10, 11, 11, 7, 7, 11, 23, 33, 45, 45]"
85,305,2780,b'Gong Cha Tea',1,267,b'Seven Lives Tacos Y Mariscos',146,plaza,93,95,103,107,95,80,96,95,95,91,92,20,"[93, 95, 103, 107, 95, 80, 96, 95, 95, 91, 92]"
86,305,2780,b'Gong Cha Tea',2,267,b'Seven Lives Tacos Y Mariscos',135,parking,554,385,367,313,463,210,188,178,198,212,203,20,"[554, 385, 367, 313, 463, 210, 188, 178, 198, 212, 203]"
87,305,2780,b'Gong Cha Tea',3,267,b'Seven Lives Tacos Y Mariscos',129,green tea,35,41,40,49,85,57,74,68,58,81,82,20,"[35, 41, 40, 49, 85, 57, 74, 68, 58, 81, 82]"
88,305,2780,b'Gong Cha Tea',4,267,b'Seven Lives Tacos Y Mariscos',157,greeted,174,168,166,166,158,152,113,93,109,148,148,20,"[174, 168, 166, 166, 158, 152, 113, 93, 109, 148, 148]"
89,305,3598,b'HCafe',0,347,b'Seven Lives Tacos Y Mariscos',43,cake,563,659,489,503,300,207,209,318,299,323,260,27,"[563, 659, 489, 503, 300, 207, 209, 318, 299, 323, 260]"
90,305,3598,b'HCafe',1,347,b'Seven Lives Tacos Y Mariscos',24,birthday,309,441,429,411,406,401,281,288,215,155,151,27,"[309, 441, 429, 411, 406, 401, 281, 288, 215, 155, 151]"
91,305,3598,b'HCafe',2,347,b'Seven Lives Tacos Y Mariscos',102,cheesecake,10,14,13,11,14,20,32,48,50,84,98,27,"[10, 14, 13, 11, 14, 20, 32, 48, 50, 84, 98]"
92,305,3598,b'HCafe',3,347,b'Seven Lives Tacos Y Mariscos',18,bakery,70,70,101,115,127,124,169,170,146,81,60,27,"[70, 70, 101, 115, 127, 124, 169, 170, 146, 81, 60]"
93,305,3598,b'HCafe',4,347,b'Seven Lives Tacos Y Mariscos',216,baked,235,243,242,180,119,165,200,136,182,183,157,27,"[235, 243, 242, 180, 119, 165, 200, 136, 182, 183, 157]"
94,305,3850,b'Sherway Gardens',0,1732,b'Seven Lives Tacos Y Mariscos',89,crepe,6099,6099,6101,6101,6100,6098,170,164,157,155,144,12,"[6099, 6099, 6101, 6101, 6100, 6098, 170, 164, 157, 155, 144]"
95,305,3850,b'Sherway Gardens',1,1732,b'Seven Lives Tacos Y Mariscos',82,booth,6497,6495,6495,6491,6464,6452,491,461,457,443,446,12,"[6497, 6495, 6495, 6491, 6464, 6452, 491, 461, 457, 443, 446]"
96,305,3850,b'Sherway Gardens',2,1732,b'Seven Lives Tacos Y Mariscos',137,shopping,29,41,43,54,35,37,53,227,226,209,206,12,"[29, 41, 43, 54, 35, 37, 53, 227, 226, 209, 206]"
97,305,3850,b'Sherway Gardens',3,1732,b'Seven Lives Tacos Y Mariscos',164,quiet,361,374,377,400,434,6550,6554,640,593,583,594,12,"[361, 374, 377, 400, 434, 6550, 6554, 640, 593, 583, 594]"
98,305,3850,b'Sherway Gardens',4,1732,b'Seven Lives Tacos Y Mariscos',48,burger,90,96,112,120,125,128,167,302,417,420,419,12,"[90, 96, 112, 120, 125, 128, 167, 302, 417, 420, 419]"
99,305,4238,b'Isaan Der',0,7097,b'Seven Lives Tacos Y Mariscos',126,milk,5792,5773,5772,5773,6080,6074,6099,6091,6094,6096,6095,18,"[5792, 5773, 5772, 5773, 6080, 6074, 6099, 6091, 6094, 6096, 6095]"
100,305,4238,b'Isaan Der',1,7097,b'Seven Lives Tacos Y Mariscos',33,curry,335,351,364,381,5706,377,376,372,412,5674,5675,18,"[335, 351, 364, 381, 5706, 377, 376, 372, 412, 5674, 5675]"
101,305,4238,b'Isaan Der',2,7097,b'Seven Lives Tacos Y Mariscos',109,tofu,5757,5678,5679,384,375,357,396,421,428,446,5702,18,"[5757, 5678, 5679, 384, 375, 357, 396, 421, 428, 446, 5702]"
102,305,4238,b'Isaan Der',3,7097,b'Seven Lives Tacos Y Mariscos',94,coconut,5682,5681,5678,5679,5671,5683,5689,5693,5662,5659,5665,18,"[5682, 5681, 5678, 5679, 5671, 5683, 5689, 5693, 5662, 5659, 5665]"
103,305,4238,b'Isaan Der',4,7097,b'Seven Lives Tacos Y Mariscos',43,cake,6073,6085,6119,6121,6162,6171,6172,6175,1007,6173,6182,18,"[6073, 6085, 6119, 6121, 6162, 6171, 6172, 6175, 1007, 6173, 6182]"
104,305,4299,b'Meli Baklava & Chocolate',0,1897,b'Seven Lives Tacos Y Mariscos',38,chocolate,6038,6036,6053,6055,6053,6050,6056,6045,699,708,688,2,"[6038, 6036, 6053, 6055, 6053, 6050, 6056, 6045, 699, 708, 688]"
105,305,4772,b'Sansotei Ramen',0,370,b'Seven Lives Tacos Y Mariscos',0,chinese,7384,7381,7387,7388,837,858,529,484,298,195,180,17,"[7384, 7381, 7387, 7388, 837, 858, 529, 484, 298, 195, 180]"
106,305,4772,b'Sansotei Ramen',1,370,b'Seven Lives Tacos Y Mariscos',89,crepe,6998,7024,125,125,94,89,101,99,72,55,52,17,"[6998, 7024, 125, 125, 94, 89, 101, 99, 72, 55, 52]"
107,305,4772,b'Sansotei Ramen',2,370,b'Seven Lives Tacos Y Mariscos',145,markham,422,428,421,421,442,442,434,322,233,145,135,17,"[422, 428, 421, 421, 442, 442, 434, 322, 233, 145, 135]"
108,305,4772,b'Sansotei Ramen',3,370,b'Seven Lives Tacos Y Mariscos',204,dip,300,293,274,249,431,432,297,252,204,208,209,17,"[300, 293, 274, 249, 431, 432, 297, 252, 204, 208, 209]"
109,305,4772,b'Sansotei Ramen',4,370,b'Seven Lives Tacos Y Mariscos',47,coffee,899,859,814,811,774,752,319,281,248,181,188,17,"[899, 859, 814, 811, 774, 752, 319, 281, 248, 181, 188]"
110,305,5364,b'The Cheesecake Factory',0,119,b'Seven Lives Tacos Y Mariscos',0,chinese,26,25,23,19,52,57,153,72,88,79,72,47,"[26, 25, 23, 19, 52, 57, 153, 72, 88, 79, 72]"
111,305,5364,b'The Cheesecake Factory',1,119,b'Seven Lives Tacos Y Mariscos',190,smooth,132,161,180,267,163,173,98,100,82,92,89,47,"[132, 161, 180, 267, 163, 173, 98, 100, 82, 92, 89]"
112,305,5364,b'The Cheesecake Factory',2,119,b'Seven Lives Tacos Y Mariscos',125,pasta,5,6,6,6,7,16,36,45,59,41,31,47,"[5, 6, 6, 6, 7, 16, 36, 45, 59, 41, 31]"
113,305,5364,b'The Cheesecake Factory',3,119,b'Seven Lives Tacos Y Mariscos',108,duck,238,245,243,230,285,121,110,100,116,61,38,47,"[238, 245, 243, 230, 285, 121, 110, 100, 116, 61, 38]"
114,305,5364,b'The Cheesecake Factory',4,119,b'Seven Lives Tacos Y Mariscos',54,noodle,52,62,61,88,94,137,126,95,91,75,60,47,"[52, 62, 61, 88, 94, 137, 126, 95, 91, 75, 60]"
115,306,647,b'Miss Things',0,406,b'Seven Lives Tacos Y Mariscos',68,banana,64,62,57,60,70,67,46,54,105,111,109,26,"[64, 62, 57, 60, 70, 67, 46, 54, 105, 111, 109]"
116,306,647,b'Miss Things',1,406,b'Seven Lives Tacos Y Mariscos',107,pancake,146,91,83,74,48,48,64,74,81,88,101,26,"[146, 91, 83, 74, 48, 48, 64, 74, 81, 88, 101]"
117,306,647,b'Miss Things',2,406,b'Seven Lives Tacos Y Mariscos',69,cookie,198,194,201,208,209,230,2002,198,183,114,104,26,"[198, 194, 201, 208, 209, 230, 2002, 198, 183, 114, 104]"
118,306,647,b'Miss Things',3,406,b'Seven Lives Tacos Y Mariscos',54,noodle,2183,2209,2211,2207,3051,2231,233,144,124,118,122,26,"[2183, 2209, 2211, 2207, 3051, 2231, 233, 144, 124, 118, 122]"
119,306,647,b'Miss Things',4,406,b'Seven Lives Tacos Y Mariscos',2,thai,74,78,80,77,85,91,80,74,78,79,78,26,"[74, 78, 80, 77, 85, 91, 80, 74, 78, 79, 78]"
120,306,1340,b'Kensington Market',0,282,b'Seven Lives Tacos Y Mariscos',96,poutine,62,66,70,77,104,157,147,97,68,53,61,34,"[62, 66, 70, 77, 104, 157, 147, 97, 68, 53, 61]"
121,306,1340,b'Kensington Market',1,282,b'Seven Lives Tacos Y Mariscos',21,modern,206,206,232,158,244,247,231,157,150,155,159,34,"[206, 206, 232, 158, 244, 247, 231, 157, 150, 155, 159]"
122,306,1340,b'Kensington Market',2,282,b'Seven Lives Tacos Y Mariscos',106,matcha,222,224,225,225,197,242,213,185,71,57,49,34,"[222, 224, 225, 225, 197, 242, 213, 185, 71, 57, 49]"
123,306,1340,b'Kensington Market',3,282,b'Seven Lives Tacos Y Mariscos',42,sandwich,18,23,27,32,43,49,53,97,97,158,160,34,"[18, 23, 27, 32, 43, 49, 53, 97, 97, 158, 160]"
124,306,1340,b'Kensington Market',4,282,b'Seven Lives Tacos Y Mariscos',130,bubble tea,79,71,74,74,57,88,90,33,16,11,11,34,"[79, 71, 74, 74, 57, 88, 90, 33, 16, 11, 11]"
125,306,1488,b'Lavelle',0,4140,b'Seven Lives Tacos Y Mariscos',54,noodle,697,708,702,724,742,3788,3768,3151,3146,3086,3096,20,"[697, 708, 702, 724, 742, 3788, 3768, 3151, 3146, 3086, 3096]"
126,306,1488,b'Lavelle',1,4140,b'Seven Lives Tacos Y Mariscos',68,banana,330,324,313,306,324,340,336,344,3036,3036,3036,20,"[330, 324, 313, 306, 324, 340, 336, 344, 3036, 3036, 3036]"
127,306,1488,b'Lavelle',2,4140,b'Seven Lives Tacos Y Mariscos',116,wine,238,236,244,280,414,289,507,504,503,503,3126,20,"[238, 236, 244, 280, 414, 289, 507, 504, 503, 503, 3126]"
128,306,1488,b'Lavelle',3,4140,b'Seven Lives Tacos Y Mariscos',204,dip,3176,488,436,402,384,379,414,419,453,465,3160,20,"[3176, 488, 436, 402, 384, 379, 414, 419, 453, 465, 3160]"
