,user_id,target_item,item_name,iter,pre_rank,top_prediction_item_name,critiqued_keyphrase,keyphrase_name,post_rank0,post_rank1,post_rank2,post_rank3,post_rank4,post_rank5,post_rank6,post_rank7,post_rank8,post_rank9,post_rank10,num_existing_keyphrases,post_rank
12,303,38,b'Aoyama Sushi Restaurant',2,70,b'Gusto 101',0,chinese,378,379,387,436,301,390,138,149,91,88,44,23,"[378, 379, 387, 436, 301, 390, 138, 149, 91, 88, 44]"
13,303,38,b'Aoyama Sushi Restaurant',3,70,b'Gusto 101',28,japanese,56,43,32,28,30,37,33,34,34,34,33,23,"[56, 43, 32, 28, 30, 37, 33, 34, 34, 34, 33]"
14,303,38,b'Aoyama Sushi Restaurant',4,70,b'Gusto 101',23,asian,544,530,484,293,289,172,73,78,48,50,50,23,"[544, 530, 484, 293, 289, 172, 73, 78, 48, 50, 50]"
15,303,1199,"b""Ed's Real Scoop""",0,132,b'Gusto 101',136,store,36,34,45,47,40,30,25,39,37,64,88,14,"[36, 34, 45, 47, 40, 30, 25, 39, 37, 64, 88]"
16,303,1199,"b""Ed's Real Scoop""",1,132,b'Gusto 101',126,milk,472,459,457,307,133,131,196,195,123,93,79,14,"[472, 459, 457, 307, 133, 131, 196, 195, 123, 93, 79]"
17,303,1199,"b""Ed's Real Scoop""",2,132,b'Gusto 101',182,chip,69,72,108,97,99,61,61,66,38,42,74,14,"[69, 72, 108, 97, 99, 61, 61, 66, 38, 42, 74]"
18,303,1199,"b""Ed's Real Scoop""",3,132,b'Gusto 101',112,mango,295,292,211,294,271,272,154,115,110,81,53,14,"[295, 292, 211, 294, 271, 272, 154, 115, 110, 81, 53]"
19,303,1199,"b""Ed's Real Scoop""",4,132,b'Gusto 101',127,fried chicken,96,98,108,119,160,176,245,120,114,117,55,14,"[96, 98, 108, 119, 160, 176, 245, 120, 114, 117, 55]"
20,303,3368,b'Bonjour Brioche',0,152,b'Gusto 101',51,pork,193,197,193,200,194,163,80,60,61,67,108,16,"[193, 197, 193, 200, 194, 163, 80, 60, 61, 67, 108]"
21,303,3368,b'Bonjour Brioche',1,152,b'Gusto 101',136,store,68,61,78,81,63,65,49,40,44,111,101,16,"[68, 61, 78, 81, 63, 65, 49, 40, 44, 111, 101]"
22,303,3368,b'Bonjour Brioche',2,152,b'Gusto 101',0,chinese,219,179,162,128,119,124,36,33,33,39,83,16,"[219, 179, 162, 128, 119, 124, 36, 33, 33, 39, 83]"
23,303,3368,b'Bonjour Brioche',3,152,b'Gusto 101',28,japanese,285,286,208,201,199,164,74,53,43,42,56,16,"[285, 286, 208, 201, 199, 164, 74, 53, 43, 42, 56]"
24,303,3368,b'Bonjour Brioche',4,152,b'Gusto 101',29,breakfast,23,20,27,21,18,29,23,42,44,65,53,16,"[23, 20, 27, 21, 18, 29, 23, 42, 44, 65, 53]"
25,303,4432,b'Thor Espresso Bar',0,1404,b'Gusto 101',126,milk,280,284,468,523,289,338,243,247,311,447,531,8,"[280, 284, 468, 523, 289, 338, 243, 247, 311, 447, 531]"
26,303,4432,b'Thor Espresso Bar',1,1404,b'Gusto 101',29,breakfast,6069,6070,401,381,354,228,200,163,179,188,318,8,"[6069, 6070, 401, 381, 354, 228, 200, 163, 179, 188, 318]"
27,303,4432,b'Thor Espresso Bar',2,1404,b'Gusto 101',147,market,630,648,642,531,389,365,397,372,373,348,435,8,"[630, 648, 642, 531, 389, 365, 397, 372, 373, 348, 435]"
28,303,4432,b'Thor Espresso Bar',3,1404,b'Gusto 101',190,smooth,82,119,117,124,83,68,101,170,194,292,539,8,"[82, 119, 117, 124, 83, 68, 101, 170, 194, 292, 539]"
29,303,4432,b'Thor Espresso Bar',4,1404,b'Gusto 101',18,bakery,6073,6062,6074,6077,303,295,207,181,174,148,165,8,"[6073, 6062, 6074, 6077, 303, 295, 207, 181, 174, 148, 165]"
30,303,5659,"b""Mildred's Temple Kitchen""",0,37,b'Gusto 101',51,pork,36,26,18,14,10,12,13,14,26,23,30,33,"[36, 26, 18, 14, 10, 12, 13, 14, 26, 23, 30]"
31,303,5659,"b""Mildred's Temple Kitchen""",1,37,b'Gusto 101',136,store,412,330,252,243,182,110,99,37,35,39,28,33,"[412, 330, 252, 243, 182, 110, 99, 37, 35, 39, 28]"
32,303,5659,"b""Mildred's Temple Kitchen""",2,37,b'Gusto 101',126,milk,20,20,14,14,22,18,25,16,22,24,27,33,"[20, 20, 14, 14, 22, 18, 25, 16, 22, 24, 27]"
33,303,5659,"b""Mildred's Temple Kitchen""",3,37,b'Gusto 101',33,curry,12,8,11,9,7,6,6,6,6,11,15,33,"[12, 8, 11, 9, 7, 6, 6, 6, 6, 11, 15]"
34,303,5659,"b""Mildred's Temple Kitchen""",4,37,b'Gusto 101',29,breakfast,7,7,8,6,8,5,8,14,17,15,14,33,"[7, 7, 8, 6, 8, 5, 8, 14, 17, 15, 14]"
35,303,6023,b'The Oxley',0,338,b'Gusto 101',136,store,4263,4275,4277,4293,4290,1038,524,275,241,228,225,14,"[4263, 4275, 4277, 4293, 4290, 1038, 524, 275, 241, 228, 225]"
36,303,6023,b'The Oxley',1,338,b'Gusto 101',182,chip,392,392,403,412,439,631,326,172,162,161,172,14,"[392, 392, 403, 412, 439, 631, 326, 172, 162, 161, 172]"
37,303,6023,b'The Oxley',2,338,b'Gusto 101',29,breakfast,4006,4004,4000,4004,376,174,147,118,87,95,103,14,"[4006, 4004, 4000, 4004, 376, 174, 147, 118, 87, 95, 103]"
38,303,6023,b'The Oxley',3,338,b'Gusto 101',147,market,4071,4075,370,452,331,220,223,146,192,174,149,14,"[4071, 4075, 370, 452, 331, 220, 223, 146, 192, 174, 149]"
39,303,6023,b'The Oxley',4,338,b'Gusto 101',121,dumpling,157,158,272,292,221,224,131,89,87,89,72,14,"[157, 158, 272, 292, 221, 224, 131, 89, 87, 89, 72]"
40,303,6990,b'Library Bar',0,1543,b'Gusto 101',136,store,1176,1182,741,735,699,678,641,682,1050,854,780,14,"[1176, 1182, 741, 735, 699, 678, 641, 682, 1050, 854, 780]"
41,303,6990,b'Library Bar',1,1543,b'Gusto 101',0,chinese,518,500,499,394,371,354,343,228,627,555,507,14,"[518, 500, 499, 394, 371, 354, 343, 228, 627, 555, 507]"
42,303,6990,b'Library Bar',2,1543,b'Gusto 101',182,chip,196,180,198,209,324,339,370,314,573,536,523,14,"[196, 180, 198, 209, 324, 339, 370, 314, 573, 536, 523]"
43,303,6990,b'Library Bar',3,1543,b'Gusto 101',28,japanese,4898,432,412,398,375,356,342,336,316,308,318,14,"[4898, 432, 412, 398, 375, 356, 342, 336, 316, 308, 318]"
44,303,6990,b'Library Bar',4,1543,b'Gusto 101',112,mango,492,489,486,489,479,321,465,439,430,402,410,14,"[492, 489, 486, 489, 479, 321, 465, 439, 430, 402, 410]"
45,304,1483,b'Kanga Aussie Meat Pies',0,503,b'Pai Northern Thai Kitchen',216,baked,3107,3106,3117,3145,3144,336,175,179,182,179,185,3,"[3107, 3106, 3117, 3145, 3144, 336, 175, 179, 182, 179, 185]"
46,304,1483,b'Kanga Aussie Meat Pies',1,503,b'Pai Northern Thai Kitchen',19,indian,3083,3082,3083,3083,3081,3082,74,50,41,42,39,3,"[3083, 3082, 3083, 3083, 3081, 3082, 74, 50, 41, 42, 39]"
47,304,1985,b'Tinuno',0,141,b'Pai Northern Thai Kitchen',31,brunch,131,128,103,133,64,34,27,35,41,35,35,8,"[131, 128, 103, 133, 64, 34, 27, 35, 41, 35, 35]"
48,304,1985,b'Tinuno',1,141,b'Pai Northern Thai Kitchen',27,bbq,13,10,11,10,13,33,28,45,47,57,61,8,"[13, 10, 11, 10, 13, 33, 28, 45, 47, 57, 61]"
49,304,1985,b'Tinuno',2,141,b'Pai Northern Thai Kitchen',29,breakfast,542,750,745,1042,404,87,40,44,44,38,37,8,"[542, 750, 745, 1042, 404, 87, 40, 44, 44, 38, 37]"
50,304,1985,b'Tinuno',3,141,b'Pai Northern Thai Kitchen',209,smoked,887,341,135,122,70,33,31,35,44,45,43,8,"[887, 341, 135, 122, 70, 33, 31, 35, 44, 45, 43]"
51,304,1985,b'Tinuno',4,141,b'Pai Northern Thai Kitchen',83,calamari,99,101,111,73,61,64,76,71,42,33,32,8,"[99, 101, 111, 73, 61, 64, 76, 71, 42, 33, 32]"
52,304,3158,b'Deer Garden Signatures',0,496,b'Pai Northern Thai Kitchen',123,steak,1414,1410,1417,454,300,278,211,173,169,160,160,3,"[1414, 1410, 1417, 454, 300, 278, 211, 173, 169, 160, 160]"
53,304,3158,b'Deer Garden Signatures',1,496,b'Pai Northern Thai Kitchen',130,bubble tea,141,147,103,94,79,66,52,62,86,81,86,3,"[141, 147, 103, 94, 79, 66, 52, 62, 86, 81, 86]"
54,304,4323,b'Eggette Hut',0,57,b'Pai Northern Thai Kitchen',49,cheese,41,23,28,35,7,13,13,22,28,34,43,17,"[41, 23, 28, 35, 7, 13, 13, 22, 28, 34, 43]"
55,304,4323,b'Eggette Hut',1,57,b'Pai Northern Thai Kitchen',38,chocolate,496,500,546,564,6129,347,98,81,39,39,31,17,"[496, 500, 546, 564, 6129, 347, 98, 81, 39, 39, 31]"
56,304,4323,b'Eggette Hut',2,57,b'Pai Northern Thai Kitchen',29,breakfast,6028,6027,6028,347,198,38,12,16,19,16,16,17,"[6028, 6027, 6028, 347, 198, 38, 12, 16, 19, 16, 16]"
57,304,4323,b'Eggette Hut',3,57,b'Pai Northern Thai Kitchen',97,toast,64,64,63,46,35,27,37,32,25,22,25,17,"[64, 64, 63, 46, 35, 27, 37, 32, 25, 22, 25]"
58,304,4323,b'Eggette Hut',4,57,b'Pai Northern Thai Kitchen',146,plaza,8,8,4,6,10,7,7,12,17,23,34,17,"[8, 8, 4, 6, 10, 7, 7, 12, 17, 23, 34]"
59,304,5081,b'Kekou Gelato',0,83,b'Pai Northern Thai Kitchen',49,cheese,94,64,76,75,117,89,95,80,71,72,60,27,"[94, 64, 76, 75, 117, 89, 95, 80, 71, 72, 60]"
60,304,5081,b'Kekou Gelato',1,83,b'Pai Northern Thai Kitchen',42,sandwich,514,527,535,545,171,133,51,29,30,23,24,27,"[514, 527, 535, 545, 171, 133, 51, 29, 30, 23, 24]"
61,304,5081,b'Kekou Gelato',2,83,b'Pai Northern Thai Kitchen',38,chocolate,481,482,167,131,116,73,82,52,61,62,41,27,"[481, 482, 167, 131, 116, 73, 82, 52, 61, 62, 41]"
62,304,5081,b'Kekou Gelato',3,83,b'Pai Northern Thai Kitchen',216,baked,363,104,96,161,97,44,43,43,36,37,37,27,"[363, 104, 96, 161, 97, 44, 43, 43, 36, 37, 37]"
63,304,5081,b'Kekou Gelato',4,83,b'Pai Northern Thai Kitchen',121,dumpling,10,11,14,11,10,8,14,38,26,26,27,27,"[10, 11, 14, 11, 10, 8, 14, 38, 26, 26, 27]"
64,305,39,b'Jatujak',0,78,b'Seven Lives Tacos Y Mariscos',54,noodle,367,282,253,127,99,95,75,71,33,26,36,30,"[367, 282, 253, 127, 99, 95, 75, 71, 33, 26, 36]"
65,305,39,b'Jatujak',1,78,b'Seven Lives Tacos Y Mariscos',135,parking,457,430,395,306,138,133,75,74,67,65,64,30,"[457, 430, 395, 306, 138, 133, 75, 74, 67, 65, 64]"
66,305,39,b'Jatujak',2,78,b'Seven Lives Tacos Y Mariscos',34,potato,814,826,824,785,385,151,101,53,40,35,42,30,"[814, 826, 824, 785, 385, 151, 101, 53, 40, 35, 42]"
67,305,39,b'Jatujak',3,78,b'Seven Lives Tacos Y Mariscos',126,milk,185,190,204,122,101,88,68,64,55,56,54,30,"[185, 190, 204, 122, 101, 88, 68, 64, 55, 56, 54]"
68,305,39,b'Jatujak',4,78,b'Seven Lives Tacos Y Mariscos',33,curry,14,15,15,15,20,20,19,18,15,19,17,30,"[14, 15, 15, 15, 20, 20, 19, 18, 15, 19, 17]"
69,305,1890,b'Craque de Creme',0,4446,b'Seven Lives Tacos Y Mariscos',47,coffee,834,806,789,791,770,765,747,785,762,782,3386,16,"[834, 806, 789, 791, 770, 765, 747, 785, 762, 782, 3386]"
70,305,1890,b'Craque de Creme',1,4446,b'Seven Lives Tacos Y Mariscos',135,parking,660,674,679,981,983,1017,1054,3992,3620,3438,3610,16,"[660, 674, 679, 981, 983, 1017, 1054, 3992, 3620, 3438, 3610]"
71,305,1890,b'Craque de Creme',2,4446,b'Seven Lives Tacos Y Mariscos',59,ice cream,238,248,253,550,572,612,656,351,549,3289,3291,16,"[238, 248, 253, 550, 572, 612, 656, 351, 549, 3289, 3291]"
72,305,1890,b'Craque de Creme',3,4446,b'Seven Lives Tacos Y Mariscos',126,milk,153,168,182,202,717,431,676,3390,3367,3343,3367,16,"[153, 168, 182, 202, 717, 431, 676, 3390, 3367, 3343, 3367]"
73,305,1890,b'Craque de Creme',4,4446,b'Seven Lives Tacos Y Mariscos',38,chocolate,612,631,3304,682,647,315,337,333,666,3334,3317,16,"[612, 631, 3304, 682, 647, 315, 337, 333, 666, 3334, 3317]"
74,305,1985,b'Tinuno',0,265,b'Seven Lives Tacos Y Mariscos',43,cake,1283,3454,596,536,357,199,181,183,189,187,199,23,"[1283, 3454, 596, 536, 357, 199, 181, 183, 189, 187, 199]"
75,305,1985,b'Tinuno',1,265,b'Seven Lives Tacos Y Mariscos',135,parking,797,797,791,816,765,320,173,151,178,193,201,23,"[797, 797, 791, 816, 765, 320, 173, 151, 178, 193, 201]"
76,305,1985,b'Tinuno',2,265,b'Seven Lives Tacos Y Mariscos',59,ice cream,37,45,44,29,30,35,47,90,220,155,155,23,"[37, 45, 44, 29, 30, 35, 47, 90, 220, 155, 155]"
77,305,1985,b'Tinuno',3,265,b'Seven Lives Tacos Y Mariscos',126,milk,70,116,130,188,299,324,253,218,210,182,170,23,"[70, 116, 130, 188, 299, 324, 253, 218, 210, 182, 170]"
78,305,1985,b'Tinuno',4,265,b'Seven Lives Tacos Y Mariscos',0,chinese,725,707,713,705,479,446,295,188,173,124,141,23,"[725, 707, 713, 705, 479, 446, 295, 188, 173, 124, 141]"
79,305,2589,b'The Haam',0,1384,b'Seven Lives Tacos Y Mariscos',43,cake,1975,2327,1816,919,882,567,560,340,736,758,791,30,"[1975, 2327, 1816, 919, 882, 567, 560, 340, 736, 758, 791]"
80,305,2589,b'The Haam',1,1384,b'Seven Lives Tacos Y Mariscos',54,noodle,589,592,594,587,288,303,187,146,247,346,544,30,"[589, 592, 594, 587, 288, 303, 187, 146, 247, 346, 544]"
81,305,2589,b'The Haam',2,1384,b'Seven Lives Tacos Y Mariscos',42,sandwich,1882,1896,1907,892,2004,2001,672,540,508,498,497,30,"[1882, 1896, 1907, 892, 2004, 2001, 672, 540, 508, 498, 497]"
82,305,2589,b'The Haam',3,1384,b'Seven Lives Tacos Y Mariscos',48,burger,772,429,433,421,412,234,456,411,348,359,356,30,"[772, 429, 433, 421, 412, 234, 456, 411, 348, 359, 356]"
83,305,2589,b'The Haam',4,1384,b'Seven Lives Tacos Y Mariscos',34,potato,536,556,586,1877,696,626,626,589,596,611,625,30,"[536, 556, 586, 1877, 696, 626, 626, 589, 596, 611, 625]"
84,305,2780,b'Gong Cha Tea',0,267,b'Seven Lives Tacos Y Mariscos',47,coffee,376,382,405,359,237,294,192,176,166,150,141,20,"[376, 382, 405, 359, 237, 294, 192, 176, 166, 150, 141]"
85,305,2780,b'Gong Cha Tea',1,267,b'Seven Lives Tacos Y Mariscos',135,parking,554,385,367,313,463,210,188,178,198,212,203,20,"[554, 385, 367, 313, 463, 210, 188, 178, 198, 212, 203]"
86,305,2780,b'Gong Cha Tea',2,267,b'Seven Lives Tacos Y Mariscos',126,milk,102,119,136,145,122,172,221,199,201,188,171,20,"[102, 119, 136, 145, 122, 172, 221, 199, 201, 188, 171]"
87,305,2780,b'Gong Cha Tea',3,267,b'Seven Lives Tacos Y Mariscos',146,plaza,93,95,103,107,95,80,96,95,95,91,92,20,"[93, 95, 103, 107, 95, 80, 96, 95, 95, 91, 92]"
88,305,2780,b'Gong Cha Tea',4,267,b'Seven Lives Tacos Y Mariscos',190,smooth,2045,782,581,570,557,266,237,224,266,189,175,20,"[2045, 782, 581, 570, 557, 266, 237, 224, 266, 189, 175]"
89,305,3598,b'HCafe',0,347,b'Seven Lives Tacos Y Mariscos',43,cake,563,659,489,503,300,207,209,318,299,323,260,27,"[563, 659, 489, 503, 300, 207, 209, 318, 299, 323, 260]"
90,305,3598,b'HCafe',1,347,b'Seven Lives Tacos Y Mariscos',47,coffee,6197,6198,6200,6185,6185,6182,1001,963,478,235,179,27,"[6197, 6198, 6200, 6185, 6185, 6182, 1001, 963, 478, 235, 179]"
91,305,3598,b'HCafe',2,347,b'Seven Lives Tacos Y Mariscos',135,parking,33,31,36,47,47,46,54,87,184,245,254,27,"[33, 31, 36, 47, 47, 46, 54, 87, 184, 245, 254]"
92,305,3598,b'HCafe',3,347,b'Seven Lives Tacos Y Mariscos',59,ice cream,60,67,106,159,117,122,111,164,177,178,185,27,"[60, 67, 106, 159, 117, 122, 111, 164, 177, 178, 185]"
93,305,3598,b'HCafe',4,347,b'Seven Lives Tacos Y Mariscos',38,chocolate,6343,6341,6357,6358,6357,663,643,390,298,283,170,27,"[6343, 6341, 6357, 6358, 6357, 663, 643, 390, 298, 283, 170]"
94,305,3850,b'Sherway Gardens',0,1732,b'Seven Lives Tacos Y Mariscos',135,parking,109,116,118,100,164,297,327,403,820,908,927,12,"[109, 116, 118, 100, 164, 297, 327, 403, 820, 908, 927]"
95,305,3850,b'Sherway Gardens',1,1732,b'Seven Lives Tacos Y Mariscos',48,burger,90,96,112,120,125,128,167,302,417,420,419,12,"[90, 96, 112, 120, 125, 128, 167, 302, 417, 420, 419]"
96,305,3850,b'Sherway Gardens',2,1732,b'Seven Lives Tacos Y Mariscos',2,thai,6176,6172,6171,6176,6181,6178,6177,6182,252,249,249,12,"[6176, 6172, 6171, 6176, 6181, 6178, 6177, 6182, 252, 249, 249]"
97,305,3850,b'Sherway Gardens',3,1732,b'Seven Lives Tacos Y Mariscos',164,quiet,361,374,377,400,434,6550,6554,640,593,583,594,12,"[361, 374, 377, 400, 434, 6550, 6554, 640, 593, 583, 594]"
98,305,3850,b'Sherway Gardens',4,1732,b'Seven Lives Tacos Y Mariscos',17,pub,215,219,221,234,244,261,202,196,302,295,277,12,"[215, 219, 221, 234, 244, 261, 202, 196, 302, 295, 277]"
99,305,4238,b'Isaan Der',0,7097,b'Seven Lives Tacos Y Mariscos',43,cake,6073,6085,6119,6121,6162,6171,6172,6175,1007,6173,6182,18,"[6073, 6085, 6119, 6121, 6162, 6171, 6172, 6175, 1007, 6173, 6182]"
100,305,4238,b'Isaan Der',1,7097,b'Seven Lives Tacos Y Mariscos',54,noodle,5777,5755,5755,5751,5759,5786,5788,5782,5773,5772,5771,18,"[5777, 5755, 5755, 5751, 5759, 5786, 5788, 5782, 5773, 5772, 5771]"
101,305,4238,b'Isaan Der',2,7097,b'Seven Lives Tacos Y Mariscos',135,parking,6168,6175,6164,6043,6037,6045,6030,6176,6190,6169,6165,18,"[6168, 6175, 6164, 6043, 6037, 6045, 6030, 6176, 6190, 6169, 6165]"
102,305,4238,b'Isaan Der',3,7097,b'Seven Lives Tacos Y Mariscos',34,potato,423,409,398,434,450,478,560,6066,6059,6062,6063,18,"[423, 409, 398, 434, 450, 478, 560, 6066, 6059, 6062, 6063]"
103,305,4238,b'Isaan Der',4,7097,b'Seven Lives Tacos Y Mariscos',126,milk,5792,5773,5772,5773,6080,6074,6099,6091,6094,6096,6095,18,"[5792, 5773, 5772, 5773, 6080, 6074, 6099, 6091, 6094, 6096, 6095]"
104,305,4299,b'Meli Baklava & Chocolate',0,1897,b'Seven Lives Tacos Y Mariscos',126,milk,6068,6073,6050,576,624,634,688,681,702,751,755,2,"[6068, 6073, 6050, 576, 624, 634, 688, 681, 702, 751, 755]"
105,305,4772,b'Sansotei Ramen',0,370,b'Seven Lives Tacos Y Mariscos',43,cake,7432,7445,7445,7446,944,911,903,658,276,277,282,17,"[7432, 7445, 7445, 7446, 944, 911, 903, 658, 276, 277, 282]"
106,305,4772,b'Sansotei Ramen',1,370,b'Seven Lives Tacos Y Mariscos',54,noodle,116,99,98,105,95,110,90,110,189,188,186,17,"[116, 99, 98, 105, 95, 110, 90, 110, 189, 188, 186]"
107,305,4772,b'Sansotei Ramen',2,370,b'Seven Lives Tacos Y Mariscos',47,coffee,899,859,814,811,774,752,319,281,248,181,188,17,"[899, 859, 814, 811, 774, 752, 319, 281, 248, 181, 188]"
108,305,4772,b'Sansotei Ramen',3,370,b'Seven Lives Tacos Y Mariscos',135,parking,490,461,575,574,536,531,498,253,253,249,269,17,"[490, 461, 575, 574, 536, 531, 498, 253, 253, 249, 269]"
109,305,4772,b'Sansotei Ramen',4,370,b'Seven Lives Tacos Y Mariscos',0,chinese,7384,7381,7387,7388,837,858,529,484,298,195,180,17,"[7384, 7381, 7387, 7388, 837, 858, 529, 484, 298, 195, 180]"
110,305,5364,b'The Cheesecake Factory',0,119,b'Seven Lives Tacos Y Mariscos',43,cake,20,27,24,39,65,57,71,77,78,92,91,47,"[20, 27, 24, 39, 65, 57, 71, 77, 78, 92, 91]"
111,305,5364,b'The Cheesecake Factory',1,119,b'Seven Lives Tacos Y Mariscos',54,noodle,52,62,61,88,94,137,126,95,91,75,60,47,"[52, 62, 61, 88, 94, 137, 126, 95, 91, 75, 60]"
112,305,5364,b'The Cheesecake Factory',2,119,b'Seven Lives Tacos Y Mariscos',47,coffee,786,797,818,534,411,323,240,135,107,88,72,47,"[786, 797, 818, 534, 411, 323, 240, 135, 107, 88, 72]"
113,305,5364,b'The Cheesecake Factory',3,119,b'Seven Lives Tacos Y Mariscos',42,sandwich,6834,6839,6847,6844,887,876,354,197,106,81,63,47,"[6834, 6839, 6847, 6844, 887, 876, 354, 197, 106, 81, 63]"
114,305,5364,b'The Cheesecake Factory',4,119,b'Seven Lives Tacos Y Mariscos',135,parking,4,5,3,8,11,24,27,34,81,86,96,47,"[4, 5, 3, 8, 11, 24, 27, 34, 81, 86, 96]"
115,306,647,b'Miss Things',0,406,b'Seven Lives Tacos Y Mariscos',43,cake,2308,2371,2369,2371,2872,2370,2373,2275,531,270,256,26,"[2308, 2371, 2369, 2371, 2872, 2370, 2373, 2275, 531, 270, 256]"
116,306,647,b'Miss Things',1,406,b'Seven Lives Tacos Y Mariscos',54,noodle,2183,2209,2211,2207,3051,2231,233,144,124,118,122,26,"[2183, 2209, 2211, 2207, 3051, 2231, 233, 144, 124, 118, 122]"
117,306,647,b'Miss Things',2,406,b'Seven Lives Tacos Y Mariscos',59,ice cream,426,420,402,383,390,386,153,201,198,187,182,26,"[426, 420, 402, 383, 390, 386, 153, 201, 198, 187, 182]"
118,306,647,b'Miss Things',3,406,b'Seven Lives Tacos Y Mariscos',38,chocolate,395,246,222,213,202,206,350,355,233,238,219,26,"[395, 246, 222, 213, 202, 206, 350, 355, 233, 238, 219]"
119,306,647,b'Miss Things',4,406,b'Seven Lives Tacos Y Mariscos',44,sushi,340,340,340,332,331,331,151,77,59,57,59,26,"[340, 340, 340, 332, 331, 331, 151, 77, 59, 57, 59]"
120,306,1340,b'Kensington Market',0,282,b'Seven Lives Tacos Y Mariscos',43,cake,169,212,207,221,165,116,178,295,176,184,181,34,"[169, 212, 207, 221, 165, 116, 178, 295, 176, 184, 181]"
121,306,1340,b'Kensington Market',1,282,b'Seven Lives Tacos Y Mariscos',47,coffee,239,228,219,215,274,281,267,269,187,177,169,34,"[239, 228, 219, 215, 274, 281, 267, 269, 187, 177, 169]"
122,306,1340,b'Kensington Market',2,282,b'Seven Lives Tacos Y Mariscos',42,sandwich,18,23,27,32,43,49,53,97,97,158,160,34,"[18, 23, 27, 32, 43, 49, 53, 97, 97, 158, 160]"
123,306,1340,b'Kensington Market',3,282,b'Seven Lives Tacos Y Mariscos',135,parking,376,382,372,278,390,128,77,104,187,169,163,34,"[376, 382, 372, 278, 390, 128, 77, 104, 187, 169, 163]"
124,306,1340,b'Kensington Market',4,282,b'Seven Lives Tacos Y Mariscos',48,burger,190,196,204,220,130,190,124,89,92,133,117,34,"[190, 196, 204, 220, 130, 190, 124, 89, 92, 133, 117]"
125,306,1488,b'Lavelle',0,4140,b'Seven Lives Tacos Y Mariscos',54,noodle,697,708,702,724,742,3788,3768,3151,3146,3086,3096,20,"[697, 708, 702, 724, 742, 3788, 3768, 3151, 3146, 3086, 3096]"
126,306,1488,b'Lavelle',1,4140,b'Seven Lives Tacos Y Mariscos',47,coffee,3284,3283,3286,3280,3687,766,719,681,651,599,3212,20,"[3284, 3283, 3286, 3280, 3687, 766, 719, 681, 651, 599, 3212]"
127,306,1488,b'Lavelle',2,4140,b'Seven Lives Tacos Y Mariscos',48,burger,3105,3111,3114,3119,3124,3126,497,484,468,3089,3092,20,"[3105, 3111, 3114, 3119, 3124, 3126, 497, 484, 468, 3089, 3092]"
